VIN (1-10),County,City,Model Year,Make,Model,Electric Vehicle Type,Electric Range,Vehicle Location
1C4RJYB65P,King,Tukwila,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.29179 47.43473)
KNDCR3L17R,King,Bellevue,2024,KIA,NIRO,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
5YJ3E1EB4N,King,Sammamish,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.02054 47.60326)
5YJ3E1EA8P,King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
3FA6P0SU1F,Jefferson,Port Townsend,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19,POINT (-122.77263 48.1212)
7SAYGDEE8P,King,Woodinville,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.15545 47.75448)
5YJ3E1EB2J,Clark,Washougal,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.35341 45.57923)
7SAYGDEF3P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.17743 47.41185)
7SAYGDEE7P,King,Redmond,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5YJYGDEE2M,Snohomish,Lynnwood,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.27981 47.85727)
7SAYGDEE3P,Snohomish,Everett,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.18637 47.89251)
1C4JJXP68N,King,Seattle,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.35436 47.67596)
1G1FX6S02H,Kitsap,Kingston,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.4977 47.79802)
WMEEJ9AA8E,King,Kirkland,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),58,POINT (-122.2066 47.67887)
WAUBHBFW1P,King,Sammamish,2023,AUDI,RS E-TRON GT,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
1N4BZ0CP2G,King,Shoreline,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.35029 47.71871)
YV4H60PE3S,King,Seattle,2025,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.36498 47.72238)
7SAYGDEE8P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
1C4JJXR69M,Cowlitz,Longview,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.95058 46.14681)
1N4AZ1BV3M,King,Seattle,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.31307 47.66127)
7SAYGDEF9P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EB3J,King,Redmond,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.13158 47.67858)
JN8DF0BF4S,King,Seattle,2025,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0,POINT (-122.38418 47.70044)
5YJ3E1EB2M,Snohomish,Mill Creek,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.21061 47.83448)
YV4BR0CL6K,King,Seattle,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),17,POINT (-122.30253 47.72656)
YSMFG3KA2R,Kitsap,Bainbridge Island,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),0,POINT (-122.521 47.62728)
5YJ3E1EA3N,King,Shoreline,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.35029 47.71871)
KNDJP3AE1G,King,Seattle,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93,POINT (-122.30253 47.72656)
7SAYGDED5R,King,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
W1K6G6KB2R,King,Bellevue,2024,MERCEDES-BENZ,S-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),46,POINT (-122.1872 47.61001)
7SAYGDEE4P,King,Woodinville,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.15545 47.75448)
7SAYGAEE3P,King,Sammamish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
1FT6W3L72R,Clark,Vancouver,2024,FORD,F-150,Battery Electric Vehicle (BEV),0,POINT (-122.57722 45.64251)
7SAYGDEE2P,King,Renton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.08747 47.4466)
1N4BZ1CP1K,Clark,Vancouver,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,POINT (-122.70303 45.70954)
7SAYGDEE7P,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
1N4CZ1CVXR,King,Auburn,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
1V2CMPE89P,King,Seattle,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJSA1E26H,King,Seattle,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.30866 47.57874)
WB533CF06P,King,Redmond,2023,BMW,IX,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5YJSA1E24H,King,Kirkland,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.2066 47.67887)
7SAYGAEE9P,Clark,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.49212 45.60365)
KNDAEFS54R,King,Bellevue,2024,KIA,EV9,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
7SAYGDEE8R,King,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.34223 47.61085)
WBY33AW09R,King,Kirkland,2024,BMW,I4,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
KM8KRDDF2R,Clark,Vancouver,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.48723 45.63701)
5YJ3E1EB0N,King,Kirkland,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
7SAYGDEE6S,King,Redmond,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
WA124BGF5S,Snohomish,Monroe,2025,AUDI,Q6,Battery Electric Vehicle (BEV),0,POINT (-121.98087 47.8526)
5YJ3E1EA3P,Kitsap,Olalla,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.54729 47.42602)
7SAYGDEF5N,King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
1C4JJXP66P,Clark,Vancouver,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.48723 45.63701)
5YJ3E1EB6M,King,Bellevue,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEE4N,King,Newcastle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.15734 47.48718)
WVGRMPE28M,King,Seattle,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
7SAXCBE55R,King,Bellevue,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
5YJ3E1EA7J,King,Kirkland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.22901 47.72201)
1FADP5CU6D,King,Bellevue,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,POINT (-122.12056 47.61334)
7SAYGDEF2P,King,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
1G1RD6S50J,Clark,Vancouver,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.70303 45.70954)
5YJYGDEE8M,King,Bellevue,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.11867 47.63131)
5YJYGDEE2M,King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
1C4JJXP60P,King,Seattle,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.30207 47.64085)
3GN7DPRR5R,Kitsap,Poulsbo,2024,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),0,POINT (-122.64681 47.73689)
SAL1L9E49S,King,Issaquah,2025,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),60,POINT (-122.00292 47.54748)
7SAYGDEE5R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
5YJ3E1EA6P,King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.3684 47.64586)
1C4JJXN63P,King,Tukwila,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.29179 47.43473)
3FMTK4SE4P,King,Burien,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.3317 47.50314)
5YJ3E1ET1R,Clark,Battle Ground,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.5331 45.78092)
3FMTK3SU6R,Cowlitz,Kelso,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.89867 46.14424)
5YJ3E1EB8L,King,Seatac,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,POINT (-122.3317 47.50314)
5YJ3E1EB5N,King,Woodinville,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.15545 47.75448)
5YJ3E1EA2R,King,Kirkland,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
1V2HMPE89P,King,Seattle,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJ3E1EB8K,King,Duvall,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-121.98609 47.74068)
1C4JJXR62M,King,Bellevue,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.12056 47.61334)
5YJ3E1EBXL,King,Seattle,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,POINT (-122.30253 47.72656)
1C4JJXR68M,Kitsap,Poulsbo,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.64681 47.73689)
7SAYGDEEXN,King,Duvall,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-121.98609 47.74068)
5YJ3E1EB6J,King,Kirkland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.2066 47.67887)
1FTVW1EV1N,Kitsap,Bainbridge Island,2022,FORD,F-150,Battery Electric Vehicle (BEV),0,POINT (-122.521 47.62728)
7SAYGDEE8S,King,Bothell,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
5YJ3E1EA0J,King,Bellevue,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.1872 47.61001)
7SAYGDEE7P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
3GN7DNRP4R,King,Enumclaw,2024,CHEVROLET,EQUINOX EV,Battery Electric Vehicle (BEV),0,POINT (-121.99136 47.20433)
3FMTK3SU0R,King,Kirkland,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
7G2CEHEDXR,King,Redmond,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5YJYGDEEXM,Snohomish,Lynnwood,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.27981 47.85727)
5YJ3E1EB5S,Clark,Vancouver,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.57722 45.64251)
1N4BZ0CP5G,King,Seattle,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.30253 47.72656)
1N4AZ0CP4D,Yakima,Toppenish,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,POINT (-120.31298 46.37508)
1FADP5CU5D,Snohomish,Everett,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19,POINT (-122.27557 47.88936)
7SAYGDEE0P,King,Burien,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.34102 47.46593)
5YJSA1E20J,King,Redmond,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,POINT (-122.13158 47.67858)
WVGUNPE23N,King,Bothell,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
7SAYGDEEXP,King,Renton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.197 47.43876)
5YJYGDEF0M,King,Kent,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.17743 47.41185)
7SAYGDEE7P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
KMUKB4SA2R,King,Bothell,2024,GENESIS,GV60,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
7SAYGDEF7N,King,Redmond,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5YJ3E1EB4N,Cowlitz,Kelso,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.89867 46.14424)
1N4AZ1CP9J,Kitsap,Bainbridge Island,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,POINT (-122.521 47.62728)
5YJ3E1EA0J,Clark,Vancouver,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.59219 45.62158)
5YJ3E1EB7J,King,Bellevue,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.1621 47.64441)
KM8KRDDF7R,Kitsap,Olalla,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.54729 47.42602)
KNDCC3LG5K,King,Kent,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239,POINT (-122.17743 47.41185)
1GYKPMRK4R,King,Seattle,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0,POINT (-122.30207 47.64085)
5YJSA1E22J,King,Seattle,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249,POINT (-122.36498 47.72238)
5YJ3E1EB0J,Snohomish,Everett,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.18637 47.89251)
1N4AZ1CV4N,Clark,Vancouver,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
WA1CAAGE5R,King,Seattle,2024,AUDI,Q8,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
JTMFB3FV3R,Clark,Vancouver,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.70303 45.70954)
7FCTGAAA3P,King,Kirkland,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
WBY73AW00P,King,Kent,2023,BMW,I4,Battery Electric Vehicle (BEV),0,POINT (-122.09124 47.33778)
5YJ3E1EA6M,King,Renton,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.08747 47.4466)
JTDKARFP6J,King,Seattle,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.30253 47.72656)
7SAYGDEE8N,King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
7SAYGDEE7P,King,Newcastle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
JTDKARFP6L,King,Seattle,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.35029 47.71871)
1G1RA6S57H,King,Kirkland,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.2066 47.67887)
5YJ3E1EBXK,King,Bellevue,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-122.1872 47.61001)
5YJSA1E24K,King,Newcastle,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270,POINT (-122.15734 47.48718)
3FMTK3RM0P,King,Burien,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.34102 47.46593)
WB523CF09R,Snohomish,Mill Creek,2024,BMW,IX,Battery Electric Vehicle (BEV),0,POINT (-122.21061 47.83448)
5YJ3E1EA6S,Cowlitz,Kelso,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.89867 46.14424)
WA15AAGE8R,King,Kirkland,2024,AUDI,Q8,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
KNDCE3LGXK,King,Redmond,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239,POINT (-122.13158 47.67858)
1N4AZ0CP4D,Kitsap,Port Orchard,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,POINT (-122.68516 47.50645)
KM8KRDDFXR,King,Kirkland,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
7SAXCBE65R,King,Seattle,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
7SAYGDEE5R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEF7P,King,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
7SAYGDEE5P,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.35163 47.54287)
5YJ3E1EA1L,King,Redmond,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,POINT (-122.13158 47.67858)
5YJ3E1EAXP,King,Sammamish,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.02054 47.60326)
5YJ3E1EA4P,King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
1C4JJXP6XP,Jefferson,Port Ludlow,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.68475 47.92989)
7G2CEHED3R,King,Kirkland,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
1G1FX6S02P,King,Tukwila,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0,POINT (-122.29179 47.43473)
7SAYGAEE8R,King,Newcastle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
KNDCC3LD3J,King,Redmond,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26,POINT (-122.13158 47.67858)
5YJSA1E6XP,King,Seattle,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
YV4H600A3P,King,Issaquah,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.03439 47.5301)
5YJYGAEE0M,King,Bellevue,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
WBY33FK02R,Snohomish,Stanwood,2024,BMW,I5,Battery Electric Vehicle (BEV),0,POINT (-122.37265 48.24159)
7SAXCBE60P,Clark,Camas,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.40199 45.58694)
5YJ3E1EB3L,King,Seattle,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322,POINT (-122.36498 47.72238)
1N4AZ1CP1J,Clark,Vancouver,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,POINT (-122.62731 45.71668)
7SAYGAEE1P,King,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
1V2WNPE83P,King,Sammamish,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.02054 47.60326)
7SAYGDEE5R,King,Renton,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
WP0AA2Y14N,King,Kirkland,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
5YJYGDEF6M,King,Redmond,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
7SAYGDED3P,Clark,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
4JGDM2EB8P,King,Bellevue,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),0,POINT (-122.1621 47.64441)
5YJSA1DN6D,King,Seattle,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.31676 47.68156)
1N4CZ1CV8P,King,Kirkland,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
JTDACACU7R,Clark,Brush Prairie,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39,POINT (-122.54578 45.73473)
1C4RJXN68R,Clark,Vancouver,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.70303 45.70954)
2C4RC1N74J,King,Sammamish,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33,POINT (-122.03539 47.61344)
5NMMCET11P,King,Kirkland,2023,GENESIS,GV70,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
3FMTK2SU9N,Kitsap,Port Orchard,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.68516 47.50645)
YV4BR0CL9M,Kitsap,Bainbridge Island,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.521 47.62728)
7SAYGAEE4P,King,Renton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.08747 47.4466)
5YJYGDEE8M,King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
5YJSA1E54P,King,Kirkland,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
5YJ3E1EA5R,King,Bothell,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
5YJ3E1EB1N,Kitsap,Poulsbo,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.64681 47.73689)
50EA1GBA1N,King,Kirkland,2022,LUCID,AIR,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
5YJYGDEF2L,King,Kent,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.19975 47.37483)
1V2DSPE82R,King,Burien,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.3317 47.50314)
7SAYGDEE6P,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.23825 47.49461)
5YJ3E1EA1L,King,Seattle,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,POINT (-122.30253 47.72656)
1V2WNPE89P,King,Seattle,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
YV4ED3GB9N,King,Seattle,2022,VOLVO,C40,Battery Electric Vehicle (BEV),0,POINT (-122.3684 47.64586)
7SAXCBE69P,King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5UXKT0C53G,King,Bellevue,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),14,POINT (-122.1872 47.61001)
7SAYGAEE3P,King,Renton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
KM8KN4DE2R,King,Seattle,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
1FT6W3L75R,Thurston,Olympia,2024,FORD,F-150,Battery Electric Vehicle (BEV),0,POINT (-122.9131 47.01359)
JM3KKBHA2R,King,Kirkland,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26,POINT (-122.2066 47.67887)
1G1FX6S06H,King,Seattle,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.31676 47.68156)
5YJ3E1EA1R,King,Bellevue,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEE0N,King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
7SAYGDEE9P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
YV1BK0EP0L,Clark,Vancouver,2020,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),22,POINT (-122.70303 45.70954)
1N4AZ1CP3J,King,Tukwila,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,POINT (-122.3317 47.50314)
1N4AZ0CP3D,King,Seattle,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,POINT (-122.30253 47.72656)
JTDKN3DP0D,King,Normandy Park,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,POINT (-122.34102 47.46593)
1G1FZ6S04N,King,Kent,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
4JGDM2EB3P,King,Shoreline,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
JA4T5VA9XP,King,Seattle,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),38,POINT (-122.30253 47.72656)
YV4H60CW0P,King,Bothell,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.20563 47.76144)
5YJ3E1EB7M,King,Bellevue,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
WBY73AW07P,King,Redmond,2023,BMW,I4,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
5NMMCET12P,King,Seattle,2023,GENESIS,GV70,Battery Electric Vehicle (BEV),0,POINT (-122.35436 47.67596)
WBY53EJ09R,King,Seattle,2024,BMW,I7,Battery Electric Vehicle (BEV),0,POINT (-122.30866 47.57874)
JTDKN3DP1C,King,Seattle,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,POINT (-122.31009 47.60803)
